filename,tipo,fuente,inicio_grabacion,offset_s,fecha_hora_absoluta,estado,tipo_corregido,clip_path,espectrograma_path,revisado_en,revisor,creado_en,actualizado_en
2026-08-03_17h41m43s_pulsive_call.wav,pulsive_call,embarcacion-2026-08,2026-08-03 17:38:56,167.8,2026-08-03 17:41:43,confirmado,,/Users/pablo/Documents/ecos-del-golfo/fixtures/clips/2026-08-03_17h41m43s_pulsive_call.wav,/Users/pablo/Documents/ecos-del-golfo/fixtures/espectrogramas/2026-08-03_17h41m43s_pulsive_call.png,,,2026-08-10 01:50:25,2026-08-10 01:50:25
2026-08-03_17h42m20s_pulsive_call.wav,pulsive_call,embarcacion-2026-08,2026-08-03 17:38:56,204.9,2026-08-03 17:42:20,confirmado,,/Users/pablo/Documents/ecos-del-golfo/fixtures/clips/2026-08-03_17h42m20s_pulsive_call.wav,/Users/pablo/Documents/ecos-del-golfo/fixtures/espectrogramas/2026-08-03_17h42m20s_pulsive_call.png,,,2026-08-10 01:50:25,2026-08-10 01:50:25
2026-08-03_17h43m33s_pulsive_call.wav,pulsive_call,embarcacion-2026-08,2026-08-03 17:38:56,277.8,2026-08-03 17:43:33,confirmado,,/Users/pablo/Documents/ecos-del-golfo/fixtures/clips/2026-08-03_17h43m33s_pulsive_call.wav,/Users/pablo/Documents/ecos-del-golfo/fixtures/espectrogramas/2026-08-03_17h43m33s_pulsive_call.png,,,2026-08-10 01:50:25,2026-08-10 01:50:25
2026-08-03_17h44m55s_pulsive_call.wav,pulsive_call,embarcacion-2026-08,2026-08-03 17:38:56,360.0,2026-08-03 17:44:55,confirmado,,/Users/pablo/Documents/ecos-del-golfo/fixtures/clips/2026-08-03_17h44m55s_pulsive_call.wav,/Users/pablo/Documents/ecos-del-golfo/fixtures/espectrogramas/2026-08-03_17h44m55s_pulsive_call.png,,,2026-08-10 01:50:25,2026-08-10 01:50:25
2026-08-03_17h45m18s_pulsive_call.wav,pulsive_call,embarcacion-2026-08,2026-08-03 17:38:56,382.5,2026-08-03 17:45:18,confirmado,,/Users/pablo/Documents/ecos-del-golfo/fixtures/clips/2026-08-03_17h45m18s_pulsive_call.wav,/Users/pablo/Documents/ecos-del-golfo/fixtures/espectrogramas/2026-08-03_17h45m18s_pulsive_call.png,,,2026-08-10 01:50:25,2026-08-10 01:50:25
2026-08-03_17h46m20s_pulsive_call.wav,pulsive_call,embarcacion-2026-08,2026-08-03 17:38:56,444.1,2026-08-03 17:46:20,confirmado,,/Users/pablo/Documents/ecos-del-golfo/fixtures/clips/2026-08-03_17h46m20s_pulsive_call.wav,/Users/pablo/Documents/ecos-del-golfo/fixtures/espectrogramas/2026-08-03_17h46m20s_pulsive_call.png,,,2026-08-10 01:50:25,2026-08-10 01:50:25
2026-08-03_17h46m52s_pulsive_call.wav,pulsive_call,embarcacion-2026-08,2026-08-03 17:38:56,476.5,2026-08-03 17:46:52,confirmado,,/Users/pablo/Documents/ecos-del-golfo/fixtures/clips/2026-08-03_17h46m52s_pulsive_call.wav,/Users/pablo/Documents/ecos-del-golfo/fixtures/espectrogramas/2026-08-03_17h46m52s_pulsive_call.png,,,2026-08-10 01:50:25,2026-08-10 01:50:25
2026-08-03_17h48m19s_up_call.wav,up_call,embarcacion-2026-08,2026-08-03 17:38:56,563.8,2026-08-03 17:48:19,confirmado,,/Users/pablo/Documents/ecos-del-golfo/fixtures/clips/2026-08-03_17h48m19s_up_call.wav,/Users/pablo/Documents/ecos-del-golfo/fixtures/espectrogramas/2026-08-03_17h48m19s_up_call.png,,,2026-08-10 01:50:25,2026-08-10 01:50:25
2026-08-03_17h49m43s_up_call.wav,up_call,embarcacion-2026-08,2026-08-03 17:38:56,647.2,2026-08-03 17:49:43,confirmado,,/Users/pablo/Documents/ecos-del-golfo/fixtures/clips/2026-08-03_17h49m43s_up_call.wav,/Users/pablo/Documents/ecos-del-golfo/fixtures/espectrogramas/2026-08-03_17h49m43s_up_call.png,,,2026-08-10 01:50:25,2026-08-10 01:50:25
2026-08-03_17h50m43s_up_call.wav,up_call,embarcacion-2026-08,2026-08-03 17:38:56,707.4,2026-08-03 17:50:43,confirmado,,/Users/pablo/Documents/ecos-del-golfo/fixtures/clips/2026-08-03_17h50m43s_up_call.wav,/Users/pablo/Documents/ecos-del-golfo/fixtures/espectrogramas/2026-08-03_17h50m43s_up_call.png,,,2026-08-10 01:50:25,2026-08-10 01:50:25
2026-08-03_17h51m53s_up_call.wav,up_call,embarcacion-2026-08,2026-08-03 17:38:56,777.1,2026-08-03 17:51:53,confirmado,,/Users/pablo/Documents/ecos-del-golfo/fixtures/clips/2026-08-03_17h51m53s_up_call.wav,/Users/pablo/Documents/ecos-del-golfo/fixtures/espectrogramas/2026-08-03_17h51m53s_up_call.png,,,2026-08-10 01:50:25,2026-08-10 01:50:25
2026-08-03_17h52m43s_up_call.wav,up_call,embarcacion-2026-08,2026-08-03 17:38:56,827.3,2026-08-03 17:52:43,confirmado,,/Users/pablo/Documents/ecos-del-golfo/fixtures/clips/2026-08-03_17h52m43s_up_call.wav,/Users/pablo/Documents/ecos-del-golfo/fixtures/espectrogramas/2026-08-03_17h52m43s_up_call.png,,,2026-08-10 01:50:25,2026-08-10 01:50:25
2026-08-03_17h53m59s_up_call.wav,up_call,embarcacion-2026-08,2026-08-03 17:38:56,903.1,2026-08-03 17:53:59,confirmado,,/Users/pablo/Documents/ecos-del-golfo/fixtures/clips/2026-08-03_17h53m59s_up_call.wav,/Users/pablo/Documents/ecos-del-golfo/fixtures/espectrogramas/2026-08-03_17h53m59s_up_call.png,,,2026-08-10 01:50:25,2026-08-10 01:50:25
2026-08-03_17h54m43s_up_call.wav,up_call,embarcacion-2026-08,2026-08-03 17:38:56,947.8,2026-08-03 17:54:43,confirmado,,/Users/pablo/Documents/ecos-del-golfo/fixtures/clips/2026-08-03_17h54m43s_up_call.wav,/Users/pablo/Documents/ecos-del-golfo/fixtures/espectrogramas/2026-08-03_17h54m43s_up_call.png,,,2026-08-10 01:50:25,2026-08-10 01:50:25
2026-08-03_17h55m19s_up_call.wav,up_call,embarcacion-2026-08,2026-08-03 17:38:56,983.6,2026-08-03 17:55:19,confirmado,,/Users/pablo/Documents/ecos-del-golfo/fixtures/clips/2026-08-03_17h55m19s_up_call.wav,/Users/pablo/Documents/ecos-del-golfo/fixtures/espectrogramas/2026-08-03_17h55m19s_up_call.png,,,2026-08-10 01:50:25,2026-08-10 01:50:25
2026-08-03_17h55m50s_high_call.wav,high_call,embarcacion-2026-08,2026-08-03 17:38:56,1014.4,2026-08-03 17:55:50,confirmado,,/Users/pablo/Documents/ecos-del-golfo/fixtures/clips/2026-08-03_17h55m50s_high_call.wav,/Users/pablo/Documents/ecos-del-golfo/fixtures/espectrogramas/2026-08-03_17h55m50s_high_call.png,,,2026-08-10 01:50:25,2026-08-10 01:50:25
2026-08-03_17h56m16s_high_call.wav,high_call,embarcacion-2026-08,2026-08-03 17:38:56,1041.0,2026-08-03 17:56:16,confirmado,,/Users/pablo/Documents/ecos-del-golfo/fixtures/clips/2026-08-03_17h56m16s_high_call.wav,/Users/pablo/Documents/ecos-del-golfo/fixtures/espectrogramas/2026-08-03_17h56m16s_high_call.png,,,2026-08-10 01:50:25,2026-08-10 01:50:25
2026-08-03_17h57m08s_high_call.wav,high_call,embarcacion-2026-08,2026-08-03 17:38:56,1092.1,2026-08-03 17:57:08,confirmado,,/Users/pablo/Documents/ecos-del-golfo/fixtures/clips/2026-08-03_17h57m08s_high_call.wav,/Users/pablo/Documents/ecos-del-golfo/fixtures/espectrogramas/2026-08-03_17h57m08s_high_call.png,,,2026-08-10 01:50:25,2026-08-10 01:50:25
2026-08-03_17h57m51s_high_call.wav,high_call,embarcacion-2026-08,2026-08-03 17:38:56,1135.4,2026-08-03 17:57:51,confirmado,,/Users/pablo/Documents/ecos-del-golfo/fixtures/clips/2026-08-03_17h57m51s_high_call.wav,/Users/pablo/Documents/ecos-del-golfo/fixtures/espectrogramas/2026-08-03_17h57m51s_high_call.png,,,2026-08-10 01:50:25,2026-08-10 01:50:25
2026-08-03_17h58m53s_high_call.wav,high_call,embarcacion-2026-08,2026-08-03 17:38:56,1197.8,2026-08-03 17:58:53,confirmado,,/Users/pablo/Documents/ecos-del-golfo/fixtures/clips/2026-08-03_17h58m53s_high_call.wav,/Users/pablo/Documents/ecos-del-golfo/fixtures/espectrogramas/2026-08-03_17h58m53s_high_call.png,,,2026-08-10 01:50:25,2026-08-10 01:50:25
2026-08-03_17h59m02s_gunshot_call.wav,gunshot_call,embarcacion-2026-08,2026-08-03 17:38:56,1206.9,2026-08-03 17:59:02,confirmado,,/Users/pablo/Documents/ecos-del-golfo/fixtures/clips/2026-08-03_17h59m02s_gunshot_call.wav,/Users/pablo/Documents/ecos-del-golfo/fixtures/espectrogramas/2026-08-03_17h59m02s_gunshot_call.png,,,2026-08-10 01:50:25,2026-08-10 01:50:25
2026-08-03_17h59m47s_gunshot_call.wav,gunshot_call,embarcacion-2026-08,2026-08-03 17:38:56,1251.6,2026-08-03 17:59:47,confirmado,,/Users/pablo/Documents/ecos-del-golfo/fixtures/clips/2026-08-03_17h59m47s_gunshot_call.wav,/Users/pablo/Documents/ecos-del-golfo/fixtures/espectrogramas/2026-08-03_17h59m47s_gunshot_call.png,,,2026-08-10 01:50:25,2026-08-10 01:50:25
2026-08-03_18h00m25s_gunshot_call.wav,gunshot_call,embarcacion-2026-08,2026-08-03 17:38:56,1289.5,2026-08-03 18:00:25,confirmado,,/Users/pablo/Documents/ecos-del-golfo/fixtures/clips/2026-08-03_18h00m25s_gunshot_call.wav,/Users/pablo/Documents/ecos-del-golfo/fixtures/espectrogramas/2026-08-03_18h00m25s_gunshot_call.png,,,2026-08-10 01:50:25,2026-08-10 01:50:25
2026-08-03_18h00m49s_no_clasificado.wav,no_clasificado,embarcacion-2026-08,2026-08-03 17:38:56,1313.5,2026-08-03 18:00:49,desconocido,,/Users/pablo/Documents/ecos-del-golfo/fixtures/clips/2026-08-03_18h00m49s_no_clasificado.wav,/Users/pablo/Documents/ecos-del-golfo/fixtures/espectrogramas/2026-08-03_18h00m49s_no_clasificado.png,,,2026-08-10 01:50:25,2026-08-10 01:50:25
2026-08-03_18h01m46s_no_clasificado.wav,no_clasificado,embarcacion-2026-08,2026-08-03 17:38:56,1370.3,2026-08-03 18:01:46,desconocido,,/Users/pablo/Documents/ecos-del-golfo/fixtures/clips/2026-08-03_18h01m46s_no_clasificado.wav,/Users/pablo/Documents/ecos-del-golfo/fixtures/espectrogramas/2026-08-03_18h01m46s_no_clasificado.png,,,2026-08-10 01:50:25,2026-08-10 01:50:25
2026-08-03_18h02m30s_revisar_muy_cortos.wav,revisar_muy_cortos,embarcacion-2026-08,2026-08-03 17:38:56,1414.0,2026-08-03 18:02:30,descartado,,/Users/pablo/Documents/ecos-del-golfo/fixtures/clips/2026-08-03_18h02m30s_revisar_muy_cortos.wav,/Users/pablo/Documents/ecos-del-golfo/fixtures/espectrogramas/2026-08-03_18h02m30s_revisar_muy_cortos.png,,,2026-08-10 01:50:25,2026-08-10 01:50:25
2026-08-03_18h03m02s_revisar_muy_cortos.wav,revisar_muy_cortos,embarcacion-2026-08,2026-08-03 17:38:56,1446.6,2026-08-03 18:03:02,descartado,,/Users/pablo/Documents/ecos-del-golfo/fixtures/clips/2026-08-03_18h03m02s_revisar_muy_cortos.wav,/Users/pablo/Documents/ecos-del-golfo/fixtures/espectrogramas/2026-08-03_18h03m02s_revisar_muy_cortos.png,,,2026-08-10 01:50:25,2026-08-10 01:50:25
2026-08-03_18h03m27s_revisar_muy_cortos.wav,revisar_muy_cortos,embarcacion-2026-08,2026-08-03 17:38:56,1471.8,2026-08-03 18:03:27,descartado,,/Users/pablo/Documents/ecos-del-golfo/fixtures/clips/2026-08-03_18h03m27s_revisar_muy_cortos.wav,/Users/pablo/Documents/ecos-del-golfo/fixtures/espectrogramas/2026-08-03_18h03m27s_revisar_muy_cortos.png,,,2026-08-10 01:50:25,2026-08-10 01:50:25
2026-08-03_18h04m47s_revisar_muy_cortos.wav,revisar_muy_cortos,embarcacion-2026-08,2026-08-03 17:38:56,1551.5,2026-08-03 18:04:47,descartado,,/Users/pablo/Documents/ecos-del-golfo/fixtures/clips/2026-08-03_18h04m47s_revisar_muy_cortos.wav,/Users/pablo/Documents/ecos-del-golfo/fixtures/espectrogramas/2026-08-03_18h04m47s_revisar_muy_cortos.png,,,2026-08-10 01:50:25,2026-08-10 01:50:25
2026-08-03_18h06m00s_posible_ruido_agua.wav,posible_ruido_agua,embarcacion-2026-08,2026-08-03 17:38:56,1624.9,2026-08-03 18:06:00,descartado,,/Users/pablo/Documents/ecos-del-golfo/fixtures/clips/2026-08-03_18h06m00s_posible_ruido_agua.wav,/Users/pablo/Documents/ecos-del-golfo/fixtures/espectrogramas/2026-08-03_18h06m00s_posible_ruido_agua.png,,,2026-08-10 01:50:25,2026-08-10 01:50:25
2026-08-03_18h06m58s_posible_ruido_agua.wav,posible_ruido_agua,embarcacion-2026-08,2026-08-03 17:38:56,1682.6,2026-08-03 18:06:58,descartado,,/Users/pablo/Documents/ecos-del-golfo/fixtures/clips/2026-08-03_18h06m58s_posible_ruido_agua.wav,/Users/pablo/Documents/ecos-del-golfo/fixtures/espectrogramas/2026-08-03_18h06m58s_posible_ruido_agua.png,,,2026-08-10 01:50:25,2026-08-10 01:50:25
2026-08-03_18h07m34s_posible_ruido_agua.wav,posible_ruido_agua,embarcacion-2026-08,2026-08-03 17:38:56,1718.9,2026-08-03 18:07:34,descartado,,/Users/pablo/Documents/ecos-del-golfo/fixtures/clips/2026-08-03_18h07m34s_posible_ruido_agua.wav,/Users/pablo/Documents/ecos-del-golfo/fixtures/espectrogramas/2026-08-03_18h07m34s_posible_ruido_agua.png,,,2026-08-10 01:50:25,2026-08-10 01:50:25
